title,titleSlug,difficulty,acRate,paidOnly,status,topicTags,url
Maximum Height by Stacking Cuboids ,maximum-height-by-stacking-cuboids,Hard,60.152451457072054,False,,array;dynamic-programming;sorting,https://leetcode.com/problems/maximum-height-by-stacking-cuboids/
Count Ways to Distribute Candies,count-ways-to-distribute-candies,Hard,63.24417601380501,True,,dynamic-programming,https://leetcode.com/problems/count-ways-to-distribute-candies/
Daily Leads and Partners,daily-leads-and-partners,Easy,86.62599985513096,False,,database,https://leetcode.com/problems/daily-leads-and-partners/
Reformat Phone Number,reformat-phone-number,Easy,66.93358594455381,False,,string,https://leetcode.com/problems/reformat-phone-number/
Maximum Erasure Value,maximum-erasure-value,Medium,59.442532280206116,False,,array;hash-table;sliding-window,https://leetcode.com/problems/maximum-erasure-value/
Jump Game VI,jump-game-vi,Medium,46.01042548728665,False,,array;dynamic-programming;queue;heap-priority-queue;monotonic-queue,https://leetcode.com/problems/jump-game-vi/
Checking Existence of Edge Length Limited Paths,checking-existence-of-edge-length-limited-paths,Hard,62.759209152454844,False,,array;two-pointers;union-find;graph;sorting,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths/
Number of Distinct Substrings in a String,number-of-distinct-substrings-in-a-string,Medium,64.48237077607708,True,,string;trie;rolling-hash;suffix-array;hash-function,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string/
Number of Calls Between Two Persons,number-of-calls-between-two-persons,Medium,80.93012689449259,True,,database,https://leetcode.com/problems/number-of-calls-between-two-persons/
Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch,Easy,78.74232970659516,False,,array;stack;queue;simulation,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/
Average Waiting Time,average-waiting-time,Medium,73.05260733948795,False,,array;simulation,https://leetcode.com/problems/average-waiting-time/
Maximum Binary String After Change,maximum-binary-string-after-change,Medium,47.51188310545156,False,,string;greedy,https://leetcode.com/problems/maximum-binary-string-after-change/
Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones,Hard,41.92699769812562,False,,array;greedy;sliding-window;prefix-sum,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/
Determine if String Halves Are Alike,determine-if-string-halves-are-alike,Easy,78.65227068238859,False,,string;counting,https://leetcode.com/problems/determine-if-string-halves-are-alike/
Maximum Number of Eaten Apples,maximum-number-of-eaten-apples,Medium,40.58097531607465,False,,array;greedy;heap-priority-queue,https://leetcode.com/problems/maximum-number-of-eaten-apples/
Where Will the Ball Fall,where-will-the-ball-fall,Medium,72.04298948013988,False,,array;matrix;simulation,https://leetcode.com/problems/where-will-the-ball-fall/
Maximum XOR With an Element From Array,maximum-xor-with-an-element-from-array,Hard,55.088915279855634,False,,array;bit-manipulation;trie,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/
Largest Subarray Length K,largest-subarray-length-k,Easy,65.19756838905775,True,,array;greedy,https://leetcode.com/problems/largest-subarray-length-k/
Biggest Window Between Visits,biggest-window-between-visits,Medium,70.06372433325467,True,,database,https://leetcode.com/problems/biggest-window-between-visits/
Maximum Units on a Truck,maximum-units-on-a-truck,Easy,74.25902095781268,False,,array;greedy;sorting,https://leetcode.com/problems/maximum-units-on-a-truck/
Count Good Meals,count-good-meals,Medium,31.6673224014564,False,,array;hash-table,https://leetcode.com/problems/count-good-meals/
Ways to Split Array Into Three Subarrays,ways-to-split-array-into-three-subarrays,Medium,33.4861607899455,False,,array;two-pointers;binary-search;prefix-sum,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays/
Minimum Operations to Make a Subsequence,minimum-operations-to-make-a-subsequence,Hard,48.818399680468644,False,,array;hash-table;binary-search;greedy,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence/
Sum Of Special Evenly-Spaced Elements In Array,sum-of-special-evenly-spaced-elements-in-array,Hard,49.110974862047826,True,,array;dynamic-programming,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array/
Count Apples and Oranges,count-apples-and-oranges,Medium,75.9291583294308,True,,database,https://leetcode.com/problems/count-apples-and-oranges/
Calculate Money in Leetcode Bank,calculate-money-in-leetcode-bank,Easy,78.51858851480871,False,,math,https://leetcode.com/problems/calculate-money-in-leetcode-bank/
Maximum Score From Removing Substrings,maximum-score-from-removing-substrings,Medium,62.85266038526336,False,,string;stack;greedy,https://leetcode.com/problems/maximum-score-from-removing-substrings/
Construct the Lexicographically Largest Valid Sequence,construct-the-lexicographically-largest-valid-sequence,Medium,73.09337206267192,False,,array;backtracking,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/
Number Of Ways To Reconstruct A Tree,number-of-ways-to-reconstruct-a-tree,Hard,44.21310956301457,False,,tree;graph,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree/
Decode XORed Array,decode-xored-array,Easy,86.99551347443276,False,,array;bit-manipulation,https://leetcode.com/problems/decode-xored-array/
Swapping Nodes in a Linked List,swapping-nodes-in-a-linked-list,Medium,68.50727919329391,False,,linked-list;two-pointers,https://leetcode.com/problems/swapping-nodes-in-a-linked-list/
Minimize Hamming Distance After Swap Operations,minimize-hamming-distance-after-swap-operations,Medium,48.19111194099524,False,,array;depth-first-search;union-find,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations/
Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,Hard,43.64371863060904,False,,array;dynamic-programming;backtracking;bit-manipulation;bitmask,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs/
Checking Existence of Edge Length Limited Paths II,checking-existence-of-edge-length-limited-paths-ii,Hard,51.361111111111114,True,,union-find;graph;minimum-spanning-tree,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii/
Number Of Rectangles That Can Form The Largest Square,number-of-rectangles-that-can-form-the-largest-square,Easy,79.00348934677089,False,,array,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square/
Tuple with Same Product,tuple-with-same-product,Medium,70.18699710214486,False,,array;hash-table;counting,https://leetcode.com/problems/tuple-with-same-product/
Largest Submatrix With Rearrangements,largest-submatrix-with-rearrangements,Medium,75.17238673480398,False,,array;greedy;sorting;matrix,https://leetcode.com/problems/largest-submatrix-with-rearrangements/
Cat and Mouse II,cat-and-mouse-ii,Hard,39.671105634804036,False,,array;math;dynamic-programming;graph;topological-sort;memoization;matrix;game-theory,https://leetcode.com/problems/cat-and-mouse-ii/
Find Followers Count,find-followers-count,Easy,69.54534121808507,False,,database,https://leetcode.com/problems/find-followers-count/
Shortest Path to Get Food,shortest-path-to-get-food,Medium,56.71645006103253,True,,array;breadth-first-search;matrix,https://leetcode.com/problems/shortest-path-to-get-food/
The Number of Employees Which Report to Each Employee,the-number-of-employees-which-report-to-each-employee,Easy,52.180751859425214,False,,database,https://leetcode.com/problems/the-number-of-employees-which-report-to-each-employee/
Find the Highest Altitude,find-the-highest-altitude,Easy,83.83965559255951,False,,array;prefix-sum,https://leetcode.com/problems/find-the-highest-altitude/
Minimum Number of People to Teach,minimum-number-of-people-to-teach,Medium,43.71679371679372,False,,array;hash-table;greedy,https://leetcode.com/problems/minimum-number-of-people-to-teach/
Decode XORed Permutation,decode-xored-permutation,Medium,65.9157055082462,False,,array;bit-manipulation,https://leetcode.com/problems/decode-xored-permutation/
Count Ways to Make Array With Product,count-ways-to-make-array-with-product,Hard,53.157685687806165,False,,array;math;dynamic-programming;combinatorics;number-theory,https://leetcode.com/problems/count-ways-to-make-array-with-product/
Latest Time by Replacing Hidden Digits,latest-time-by-replacing-hidden-digits,Easy,43.133094241880855,False,,string;greedy,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits/
Change Minimum Characters to Satisfy One of Three Conditions,change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,37.15161313674863,False,,hash-table;string;counting;prefix-sum,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions/
Find Kth Largest XOR Coordinate Value,find-kth-largest-xor-coordinate-value,Medium,63.09354695978203,False,,array;divide-and-conquer;bit-manipulation;sorting;heap-priority-queue;matrix;prefix-sum;quickselect,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value/
Building Boxes,building-boxes,Hard,51.87885915907087,False,,math;binary-search;greedy,https://leetcode.com/problems/building-boxes/
Find Distance in a Binary Tree,find-distance-in-a-binary-tree,Medium,74.00017464198393,True,,hash-table;tree;depth-first-search;breadth-first-search;binary-tree,https://leetcode.com/problems/find-distance-in-a-binary-tree/
Find Total Time Spent by Each Employee,find-total-time-spent-by-each-employee,Easy,86.81313384490804,False,,database,https://leetcode.com/problems/find-total-time-spent-by-each-employee/
Maximum Number of Balls in a Box,maximum-number-of-balls-in-a-box,Easy,74.26703472323115,False,,hash-table;math;counting,https://leetcode.com/problems/maximum-number-of-balls-in-a-box/
Restore the Array From Adjacent Pairs,restore-the-array-from-adjacent-pairs,Medium,74.73615804523006,False,,array;hash-table;depth-first-search,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs/
Can You Eat Your Favorite Candy on Your Favorite Day?,can-you-eat-your-favorite-candy-on-your-favorite-day,Medium,34.88495922428047,False,,array;prefix-sum,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day/
Palindrome Partitioning IV,palindrome-partitioning-iv,Hard,44.76753912369018,False,,string;dynamic-programming,https://leetcode.com/problems/palindrome-partitioning-iv/
Maximum Subarray Sum After One Operation,maximum-subarray-sum-after-one-operation,Medium,65.2603275482767,True,,array;dynamic-programming,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation/
Leetflex Banned Accounts,leetflex-banned-accounts,Medium,62.22980659840728,True,,database,https://leetcode.com/problems/leetflex-banned-accounts/
Sum of Unique Elements,sum-of-unique-elements,Easy,79.09459041508728,False,,array;hash-table;counting,https://leetcode.com/problems/sum-of-unique-elements/
Maximum Absolute Sum of Any Subarray,maximum-absolute-sum-of-any-subarray,Medium,71.47075306772842,False,,array;dynamic-programming,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray/
Minimum Length of String After Deleting Similar Ends,minimum-length-of-string-after-deleting-similar-ends,Medium,55.91789641794986,False,,two-pointers;string,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends/
Maximum Number of Events That Can Be Attended II,maximum-number-of-events-that-can-be-attended-ii,Hard,60.80295747504818,False,,array;binary-search;dynamic-programming;sorting,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii/
Check if Array Is Sorted and Rotated,check-if-array-is-sorted-and-rotated,Easy,55.09476569853173,False,,array,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/
Maximum Score From Removing Stones,maximum-score-from-removing-stones,Medium,67.88028601754091,False,,math;greedy;heap-priority-queue,https://leetcode.com/problems/maximum-score-from-removing-stones/
Largest Merge Of Two Strings,largest-merge-of-two-strings,Medium,51.424238198173065,False,,two-pointers;string;greedy,https://leetcode.com/problems/largest-merge-of-two-strings/
Closest Subsequence Sum,closest-subsequence-sum,Hard,41.677808082428655,False,,array;two-pointers;dynamic-programming;bit-manipulation;sorting;bitmask,https://leetcode.com/problems/closest-subsequence-sum/
Design Most Recently Used Queue,design-most-recently-used-queue,Medium,77.75288092189501,True,,array;hash-table;stack;design;binary-indexed-tree;ordered-set,https://leetcode.com/problems/design-most-recently-used-queue/
Recyclable and Low Fat Products,recyclable-and-low-fat-products,Easy,89.23346562423865,False,,database,https://leetcode.com/problems/recyclable-and-low-fat-products/
Minimum Changes To Make Alternating Binary String,minimum-changes-to-make-alternating-binary-string,Easy,63.69083859390522,False,,string,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string/
Count Number of Homogenous Substrings,count-number-of-homogenous-substrings,Medium,57.34710384455344,False,,math;string,https://leetcode.com/problems/count-number-of-homogenous-substrings/
